"gameId","playId","nflId","tackle","assist","forcedFumble","pff_missedTackle","gpnfl.x","displayName","frameId","time","jerseyNumber","club","playDirection","x","y","s","a","dis","o","dir","event","gpnfl.y","tkl_gameId","tkl_playId","tkl_nflId","tkl_displayName","tkl_frameId","tkl_time","tkl_jerseyNumber","tkl_club","tkl_playDirection","tkl_x","tkl_y","tkl_s","tkl_a","tkl_dis","tkl_o","tkl_dir","tkl_event","tkl_gpnfl"
2022091100,1260,44851,1,0,0,0,"2022091100126044851","Marcus Maye",51,"2022-09-11 14:02:13.299999",6,"NO","left",78.73,21.78,3.19,1.49,0.32,279.02,285.71,"tackle","2022091100126044851",2022091100,1260,NA,"football",51,"2022-09-11 14:02:13.299999",NA,"football","left",78.4599990844727,21.1200008392334,2.05999994277954,1.44000005722046,0.219999998807907,NA,NA,"tackle","20220911001260NA"
2022091100,1672,40017,1,0,0,0,"2022091100167240017","Tyrann Mathieu",32,"2022-09-11 14:18:53.700000",32,"NO","left",43.35,13.64,1.03,0.97,0.1,205.38,203.53,"tackle","2022091100167240017",2022091100,1672,54473,"Drake London",32,"2022-09-11 14:18:53.700000",5,"ATL","left",43.1,46.48,1.73,0.99,0.17,215.28,219.26,"tackle","2022091100167254473"
2022091100,2114,53469,1,0,0,0,"2022091100211453469","Richie Grant",49,"2022-09-11 14:45:43.099999",27,"ATL","left",64.53,32.52,0.61,3.35,0.05,206.11,327.84,"tackle","2022091100211453469",2022091100,2114,52432,"Cesar Ruiz",49,"2022-09-11 14:45:43.099999",51,"NO","left",64.65,25.08,2.21,0.79,0.23,315.9,290.47,"tackle","2022091100211452432"
2022091100,2114,53469,1,0,0,0,"2022091100211453469","Richie Grant",49,"2022-09-11 14:45:43.099999",27,"ATL","left",64.53,32.52,0.61,3.35,0.05,206.11,327.84,"tackle","2022091100211453469",2022091100,2114,53577,"Ta'Quon Graham",49,"2022-09-11 14:45:43.099999",95,"ATL","left",64.65,26.74,0.94,2.23,0.1,316.01,325.11,"tackle","2022091100211453577"
2022091100,2353,38607,1,0,0,0,"2022091100235338607","Demario Davis",43,"2022-09-11 14:55:03.400000",56,"NO","right",55.15,9.98,1.85,2.9,0.2,2.74,163.21,"tackle","2022091100235338607",2022091100,2353,NA,"football",43,"2022-09-11 14:55:03.400000",NA,"football","right",55.5200004577637,9.53999996185303,2.21000003814697,3.21000003814697,0.189999997615814,NA,NA,"tackle","20220911002353NA"
2022091100,2512,53611,1,0,0,0,"2022091100251253611","Adetokunbo Ogundeji",51,"2022-09-11 15:02:19.200000",92,"ATL","left",68.53,50.15,2.28,4.15,0.25,257.22,314.53,"tackle","2022091100251253611",2022091100,2512,52513,"Adam Trautman",51,"2022-09-11 15:02:19.200000",82,"NO","left",69.74,47.08,0.86,3.23,0.1,308.45,326.82,"tackle","2022091100251252513"
2022091100,2640,44862,1,0,0,0,"2022091100264044862","Justin Evans",48,"2022-09-11 15:05:54.799999",30,"NO","right",95.86,15.32,4.95,3.77,0.5,147,157.39,"tackle","2022091100264044862",2022091100,2640,45550,"Elijah Wilkinson",48,"2022-09-11 15:05:54.799999",68,"ATL","right",95.85,21.14,3.36,1.16,0.36,160.33,159.95,"tackle","2022091100264045550"
2022091100,2878,53489,1,0,0,0,"2022091100287853489","Pete Werner",43,"2022-09-11 15:17:06.299999",20,"NO","right",74.62,28.59,0.51,0.07,0.05,338.74,158.76,"tackle","2022091100287853489",2022091100,2878,NA,"football",43,"2022-09-11 15:17:06.299999",NA,"football","right",74.5999984741211,29.0499992370605,0.150000005960464,0.479999989271164,0.0199999995529652,NA,NA,"tackle","20220911002878NA"
2022091100,2899,37097,1,0,0,0,"2022091100289937097","Cameron Jordan",42,"2022-09-11 15:17:29.700000",94,"NO","right",78.05,35.63,1.05,1.4,0.11,8.56,66.21,"tackle","2022091100289937097",2022091100,2899,NA,"football",42,"2022-09-11 15:17:29.700000",NA,"football","right",77.8199996948242,35.8699989318848,0.219999998807907,0.579999983310699,0.0299999993294477,NA,NA,"tackle","20220911002899NA"
2022091100,3578,52542,1,0,0,0,"2022091100357852542","Jaylinn Hawkins",14,"2022-09-11 15:44:20.599999",32,"ATL","right",80.55,22.72,1.05,4.67,0.13,157.63,219.91,"tackle","2022091100357852542",2022091100,3578,41292,"Jarvis Landry",14,"2022-09-11 15:44:20.599999",5,"NO","right",80.98,46.32,3.04,2.58,0.32,186.62,27.74,"tackle","2022091100357841292"
2022091100,3647,53469,1,0,0,0,"2022091100364753469","Richie Grant",19,"2022-09-11 15:46:10.900000",27,"ATL","right",100.48,49.68,2.97,2.99,0.31,357.62,326.39,"tackle","2022091100364753469",2022091100,3647,NA,"football",19,"2022-09-11 15:46:10.900000",NA,"football","right",100.730003356934,50.4900016784668,4.53999996185303,1.38999998569489,0.449999988079071,NA,NA,"tackle","20220911003647NA"
2022091100,3778,53489,1,0,0,0,"2022091100377853489","Pete Werner",39,"2022-09-11 15:51:24.599999",20,"NO","left",65.94,25.87,2.78,2.93,0.3,244.05,290.94,"tackle","2022091100377853489",2022091100,3778,45550,"Elijah Wilkinson",39,"2022-09-11 15:51:24.599999",68,"ATL","left",66.22,30.56,2.6,1.4,0.26,243.75,292.02,"tackle","2022091100377845550"
2022091101,1744,44903,1,0,0,0,"2022091101174444903","John Johnson",48,"2022-09-11 14:20:28.299999",43,"CLE","left",13.54,2.1,5.63,5.94,0.6,267.67,238.46,"tackle","2022091101174444903",2022091101,1744,46170,"Ian Thomas",48,"2022-09-11 14:20:28.299999",80,"CAR","left",13.01,2.25,6.41,3.61,0.51,322.36,254.8,"tackle","2022091101174446170"
2022091101,1785,52452,1,0,0,0,"2022091101178552452","Grant Delpit",18,"2022-09-11 14:22:05.000000",22,"CLE","left",11.95,3.88,2.32,4.58,0.23,170.33,198.59,"tackle","2022091101178552452",2022091101,1785,44882,"Pat Elflein",18,"2022-09-11 14:22:05.000000",60,"CAR","left",12.58,28.35,1.34,0.95,0.13,166.2,223.89,"tackle","2022091101178544882"
2022091101,2051,46527,1,0,0,0,"2022091101205146527","Frankie Luvu",52,"2022-09-11 14:34:19.000000",49,"CAR","right",102.37,21.4,0.2,0.61,0.21,297.23,17.98,"tackle","2022091101205146527",2022091101,2051,41264,"Joel Bitonio",52,"2022-09-11 14:34:19.000000",75,"CLE","right",102.43,23.28,1.27,0.74,0.13,332.73,346.39,"tackle","2022091101205141264"
2022091101,3221,47799,1,0,0,0,"2022091101322147799","Brian Burns",40,"2022-09-11 15:34:59.200000",53,"CAR","left",83.72,35.34,3.46,3.44,0.36,203.53,323.47,"tackle","2022091101322147799",2022091101,3221,52418,"Jedrick Wills",40,"2022-09-11 15:34:59.200000",71,"CLE","left",83.69,32.35,2.38,2.23,0.25,264.56,6.23,"tackle","2022091101322152418"
2022091102,86,44938,1,0,0,0,"20220911028644938","Samson Ebukam",52,"2022-09-11 13:05:52.099999",56,"SF","left",83.83,15.63,1.02,2.52,0.08,266.92,195.26,"tackle","20220911028644938",2022091102,86,46276,"Equanimeous St. Brown",52,"2022-09-11 13:05:52.099999",19,"CHI","left",83.57,14.75,2.79,1.67,0.3,54.22,186.62,"tackle","20220911028646276"
2022091102,531,52571,1,0,0,0,"202209110253152571","Kindle Vildor",69,"2022-09-11 13:25:29.400000",22,"CHI","right",78.37,31.32,2.29,3.67,0.25,134.61,40.52,"tackle","202209110253152571",2022091102,531,53623,"Elijah Mitchell",69,"2022-09-11 13:25:29.400000",25,"SF","right",79.15,30.95,3.04,2.2,0.27,244.86,49.93,"tackle","202209110253153623"
2022091102,756,53609,1,0,0,0,"202209110275653609","Talanoa Hufanga",23,"2022-09-11 13:35:12.599999",29,"SF","left",84.88,12.05,2.8,4.84,0.31,79.76,85.7,"tackle","202209110275653609",2022091102,756,NA,"football",23,"2022-09-11 13:35:12.599999",NA,"football","left",83.6399993896484,9.10000038146973,4,0.740000009536743,0.400000005960464,NA,NA,"tackle","2022091102756NA"
2022091102,1493,54504,1,0,0,0,"2022091102149354504","Kyler Gordon",46,"2022-09-11 14:06:13.799999",6,"CHI","left",80.39,36.41,1.82,1.86,0.19,358.44,261.39,"tackle","2022091102149354504",2022091102,1493,47819,"Deebo Samuel",46,"2022-09-11 14:06:13.799999",19,"SF","left",79.29,37.19,0.21,2.81,0.02,2.51,12.67,"tackle","2022091102149347819"
2022091102,2065,54504,1,0,0,0,"2022091102206554504","Kyler Gordon",75,"2022-09-11 14:27:17.200000",6,"CHI","left",73.28,34.76,1.24,2.22,0.11,359.11,247.02,"tackle","2022091102206554504",2022091102,2065,NA,"football",75,"2022-09-11 14:27:17.200000",NA,"football","left",73.0299987792969,35.3899993896484,0.829999983310699,2.05999994277954,0.0900000035762787,NA,NA,"tackle","20220911022065NA"
2022091102,2352,46290,1,0,0,0,"2022091102235246290","Matthew Adams",63,"2022-09-11 14:48:12.200000",44,"CHI","left",19.1,36.38,0.1,0.11,0.02,205.27,110.35,"tackle","2022091102235246290",2022091102,2352,46377,"Jeffery Wilson",63,"2022-09-11 14:48:12.200000",22,"SF","left",18.95,37,0.18,0.5,0.02,304.51,330.5,"tackle","2022091102235246377"
2022091102,2759,54504,1,0,0,0,"2022091102275954504","Kyler Gordon",16,"2022-09-11 15:05:33.000000",6,"CHI","left",79.26,29.82,2.57,4,0.21,238.49,195.91,"tackle","2022091102275954504",2022091102,2759,46331,"Ross Dwelley",16,"2022-09-11 15:05:33.000000",82,"SF","left",79,22.22,4.58,1.31,0.46,341.94,345.44,"tackle","2022091102275946331"
2022091102,3783,52571,1,0,0,0,"2022091102378352571","Kindle Vildor",21,"2022-09-11 15:49:25.799999",22,"CHI","right",50.78,8.55,0.11,0.53,0.02,321.76,124.97,"tackle","2022091102378352571",2022091102,3783,52625,"Jauan Jennings",21,"2022-09-11 15:49:25.799999",15,"SF","right",51.42,8.79,0.66,1.79,0.04,311.74,94.61,"tackle","2022091102378352625"
2022091103,520,46146,1,0,0,0,"202209110352046146","Sam Hubbard",49,"2022-09-11 13:25:34.400000",94,"CIN","right",38.3,29.9,1.54,0.86,0.15,60.37,158.83,"tackle","202209110352046146",2022091103,520,46166,"Mason Cole",49,"2022-09-11 13:25:34.400000",61,"PIT","right",38.13,31.59,0.2,0.29,0.02,192.87,251.98,"tackle","202209110352046166"
2022091103,1037,44842,1,0,0,0,"2022091103103744842","T.J. Watt",28,"2022-09-11 13:46:58.700000",90,"PIT","right",69.59,21.86,2.2,2.61,0.23,191.08,342.84,"tackle","2022091103103744842",2022091103,1037,NA,"football",28,"2022-09-11 13:46:58.700000",NA,"football","right",69.3399963378906,21.3099994659424,0.519999980926514,2.53999996185303,0.100000001490116,NA,NA,"tackle","20220911031037NA"
2022091103,1315,46080,1,0,0,0,"2022091103131546080","Minkah Fitzpatrick",43,"2022-09-11 14:00:15.799999",39,"PIT","right",36.52,34.46,1.96,1.28,0.19,310.53,128.34,"tackle","2022091103131546080",2022091103,1315,NA,"football",43,"2022-09-11 14:00:15.799999",NA,"football","right",36.4900016784668,34.2599983215332,1.36000001430511,1.57000005245209,0.140000000596046,NA,NA,"tackle","20220911031315NA"
2022091103,2058,43641,1,0,0,0,"2022091103205843641","Mike Hilton",13,"2022-09-11 14:45:51.500000",21,"CIN","right",28.76,30.21,0.59,1.38,0.07,56.71,239.11,"tackle","2022091103205843641",2022091103,2058,52457,"Chase Claypool",13,"2022-09-11 14:45:51.500000",11,"PIT","right",29.07,30.23,0.97,1.16,0.09,168.09,253.59,"tackle","2022091103205852457"
2022091103,2222,44842,1,0,0,0,"2022091103222244842","T.J. Watt",42,"2022-09-11 14:53:03.299999",90,"PIT","left",40.55,30.73,2.03,3.31,0.22,257.99,266.81,"tackle","2022091103222244842",2022091103,2222,43510,"Ted Karras",42,"2022-09-11 14:53:03.299999",64,"CIN","left",40.23,29.11,2.02,0.74,0.21,281.81,310.49,"tackle","2022091103222243510"
2022091103,2291,46698,1,0,0,0,"2022091103229146698","Levi Wallace",44,"2022-09-11 14:55:13.900000",29,"PIT","left",14.76,36.19,1.64,1.57,0.17,231.42,193.75,"tackle","2022091103229146698",2022091103,2291,53434,"Ja'Marr Chase",44,"2022-09-11 14:55:13.900000",1,"CIN","left",14.27,35.78,2.13,2.7,0.22,320.98,187.78,"tackle","2022091103229153434"
2022091103,2976,46097,1,0,0,0,"2022091103297646097","Terrell Edmunds",8,"2022-09-11 15:29:00.400000",34,"PIT","right",70.96,29.82,3.76,5.73,0.41,43.78,202.6,"tackle","2022091103297646097",2022091103,2976,43495,"Mike Thomas",8,"2022-09-11 15:29:00.400000",80,"CIN","right",70.23,52.36,3.62,2.82,0.37,105.56,101.17,"tackle","2022091103297643495"
2022091103,3147,44872,1,0,0,0,"2022091103314744872","Chidobe Awuzie",12,"2022-09-11 15:34:49.000000",22,"CIN","left",70.56,51.22,3.72,3.55,0.38,162.72,44.71,"tackle","2022091103314744872",2022091103,3147,NA,"football",12,"2022-09-11 15:34:49.000000",NA,"football","left",70.5299987792969,51.060001373291,2.77999997138977,2.36999988555908,0.230000004172325,NA,NA,"tackle","20220911033147NA"
2022091103,3251,43325,1,0,0,0,"2022091103325143325","Myles Jack",55,"2022-09-11 15:38:31.000000",51,"PIT","right",82.17,10.65,5.58,4.89,0.58,103.47,121.82,"tackle","2022091103325143325",2022091103,3251,NA,"football",55,"2022-09-11 15:38:31.000000",NA,"football","right",81.8199996948242,10.1800003051758,5.1100001335144,2.85999989509583,0.550000011920929,NA,NA,"tackle","20220911033251NA"
2022091103,4175,43641,1,0,0,0,"2022091103417543641","Mike Hilton",20,"2022-09-11 16:12:52.900000",21,"CIN","right",39.65,6.19,2.73,3.95,0.28,297.09,241.32,"tackle","2022091103417543641",2022091103,4175,54517,"George Pickens",20,"2022-09-11 16:12:52.900000",14,"PIT","right",40.05,40.85,2.21,1.85,0.23,76.62,23.5,"tackle","2022091103417554517"
2022091103,4686,43641,1,0,0,0,"2022091103468643641","Mike Hilton",26,"2022-09-11 16:28:35.200000",21,"CIN","right",72.09,50.3,2.08,2.26,0.2,290.74,180.51,"tackle","2022091103468643641",2022091103,4686,53484,"Pat Freiermuth",26,"2022-09-11 16:28:35.200000",88,"PIT","right",71.82,32.51,1.56,0.7,0.16,18.91,35.94,"tackle","2022091103468653484"
2022091103,5096,43350,1,0,0,0,"2022091103509643350","Vonn Bell",22,"2022-09-11 16:44:03.500000",24,"CIN","right",73.61,25.59,3.61,3.69,0.38,62.24,140.73,"tackle","2022091103509643350",2022091103,5096,52457,"Chase Claypool",22,"2022-09-11 16:44:03.500000",11,"PIT","right",73.77,19.28,0.27,0.33,0.03,25.68,47.83,"tackle","2022091103509652457"
2022091104,803,52411,1,0,0,0,"202209110480352411","Jeff Okudah",27,"2022-09-11 13:34:34.799999",1,"DET","right",53.97,0.63,2.56,1.17,0.26,103.44,110.55,"tackle","202209110480352411",2022091104,803,NA,"football",27,"2022-09-11 13:34:34.799999",NA,"football","right",55.4199981689453,0.300000011920929,3.26999998092651,3.16000008583069,0.340000003576279,NA,NA,"tackle","2022091104803NA"
2022091104,910,54653,1,0,0,0,"202209110491054653","Malcolm Rodriguez",37,"2022-09-11 13:38:30.400000",44,"DET","right",87.79,27.98,0.84,0.45,0.08,243.56,300.3,"tackle","202209110491054653",2022091104,910,53579,"Kenneth Gainwell",37,"2022-09-11 13:38:30.400000",14,"PHI","right",87.08,28.05,2,0.35,0.21,355.05,317.82,"tackle","202209110491053579"
2022091104,999,47900,1,0,0,0,"202209110499947900","Austin Bryant",46,"2022-09-11 13:43:22.799999",2,"DET","left",13.12,8.16,4.89,1.34,0.49,189.44,196.11,"tackle","202209110499947900",2022091104,999,47836,"Miles Sanders",46,"2022-09-11 13:43:22.799999",26,"PHI","left",12.8,7.8,4.63,3.39,0.48,324.21,212.78,"tackle","202209110499947836"
2022091104,2269,44888,1,0,0,0,"2022091104226944888","Alex Anzalone",47,"2022-09-11 14:36:23.000000",34,"DET","left",15.71,6.6,4.74,5.33,0.5,20.95,191.2,"tackle","2022091104226944888",2022091104,2269,47836,"Miles Sanders",47,"2022-09-11 14:36:23.000000",26,"PHI","left",15.59,7.14,3.01,6.44,0.34,330.4,207.78,"tackle","2022091104226947836"
2022091104,2974,47888,1,0,0,0,"2022091104297447888","Chauncey Gardner-Johnson",41,"2022-09-11 15:16:58.900000",23,"PHI","right",88.5,26.01,2.23,2.79,0.24,95.33,122.51,"tackle","2022091104297447888",2022091104,2974,44930,"Josh Reynolds",41,"2022-09-11 15:16:58.900000",8,"DET","right",87.7,29.26,1.51,1.77,0.15,214.81,125.38,"tackle","2022091104297444930"
2022091104,3172,46151,1,0,0,0,"2022091104317246151","Tracy Walker",32,"2022-09-11 15:25:55.000000",21,"DET","left",45.81,50.34,3.43,2.86,0.33,136.09,146.05,"tackle","2022091104317246151",2022091104,3172,46270,"Boston Scott",32,"2022-09-11 15:25:55.000000",35,"PHI","left",46.11,14.75,3.41,1.37,0.35,358.09,359.85,"tackle","2022091104317246270"
2022091105,228,43356,1,0,0,0,"202209110522843356","Maliek Collins",40,"2022-09-11 13:12:14.599999",96,"HOU","left",84.97,28.25,1.7,0.8,0.18,227.47,1.37,"tackle","202209110522843356",2022091105,228,NA,"football",40,"2022-09-11 13:12:14.599999",NA,"football","left",84.7200012207031,27.5400009155273,1.58000004291534,3.0699999332428,0.129999995231628,NA,NA,"tackle","2022091105228NA"
2022091105,503,46304,1,0,0,0,"202209110550346304","Zaire Franklin",24,"2022-09-11 13:23:07.599999",44,"IND","right",36.02,49.11,4.67,4.87,0.49,342.05,9.19,"tackle","202209110550346304",2022091105,503,43302,"Laremy Tunsil",24,"2022-09-11 13:23:07.599999",78,"HOU","right",35.53,40.54,4.3,1.39,0.44,61.21,59.14,"tackle","202209110550343302"
2022091105,912,38540,1,0,0,0,"202209110591238540","Stephon Gilmore",12,"2022-09-11 13:41:54.700000",5,"IND","left",76.97,48.72,6.16,2.11,0.63,7.91,33.08,"tackle","202209110591238540",2022091105,912,38540,"Stephon Gilmore",12,"2022-09-11 13:41:54.700000",5,"IND","left",76.97,48.72,6.16,2.11,0.63,7.91,33.08,"tackle","202209110591238540"
2022091105,912,38540,1,0,0,0,"202209110591238540","Stephon Gilmore",12,"2022-09-11 13:41:54.700000",5,"IND","left",76.97,48.72,6.16,2.11,0.63,7.91,33.08,"tackle","202209110591238540",2022091105,912,53576,"Brevin Jordan",12,"2022-09-11 13:41:54.700000",9,"HOU","left",76.97,49.11,4.76,3.11,0.48,110.86,13.33,"tackle","202209110591253576"
2022091105,1259,42441,1,0,0,0,"2022091105125942441","Steven Nelson",25,"2022-09-11 13:54:31.200000",21,"HOU","right",84.79,1.8,0.66,1.69,0.07,42.93,10.39,"tackle","2022091105125942441",2022091105,1259,52557,"Danny Pinter",25,"2022-09-11 13:54:31.200000",63,"IND","right",83.25,22.15,3.14,0.92,0.32,150.64,152.2,"tackle","2022091105125952557"
2022091105,1913,43358,1,0,0,0,"2022091105191343358","Yannick Ngakoue",58,"2022-09-11 14:20:58.400000",91,"IND","left",59.99,14.32,3.97,1.82,0.4,341.44,348.43,"tackle","2022091105191343358",2022091105,1913,53576,"Brevin Jordan",58,"2022-09-11 14:20:58.400000",9,"HOU","left",59.44,11.08,1.1,1.22,0.11,137.04,181.62,"tackle","2022091105191353576"
2022091105,1968,52493,1,0,0,0,"2022091105196852493","Julian Blackmon",11,"2022-09-11 14:35:58.700000",32,"IND","right",75.92,24.34,7.92,4.62,0.81,102.41,91.93,"tackle","2022091105196852493",2022091105,1968,41246,"Brandin Cooks",11,"2022-09-11 14:35:58.700000",13,"HOU","right",76.28,24.23,6.11,2.22,0.62,323.62,93.53,"tackle","2022091105196841246"
2022091105,2369,46729,1,0,0,0,"2022091105236946729","Brandon Facyson",26,"2022-09-11 14:55:50.500000",31,"IND","right",65.95,41.57,1.57,1.88,0.15,0.12,33.43,"tackle","2022091105236946729",2022091105,2369,42419,"Chris Conley",26,"2022-09-11 14:55:50.500000",18,"HOU","right",65.79,22.17,4.34,0.72,0.43,20.54,33.11,"tackle","2022091105236942419"
2022091105,2718,38540,1,0,0,0,"2022091105271838540","Stephon Gilmore",15,"2022-09-11 15:11:05.599999",5,"IND","right",29.85,17.8,2.79,3.21,0.29,235.68,347.15,"tackle","2022091105271838540",2022091105,2718,NA,"football",15,"2022-09-11 15:11:05.599999",NA,"football","right",29.8400001525879,17.6399993896484,2.61999988555908,2.99000000953674,0.280000001192093,NA,NA,"tackle","20220911052718NA"
2022091106,1544,35466,1,0,0,0,"2022091106154435466","Devin McCourty",31,"2022-09-11 14:10:48.000000",32,"NE","right",64.05,45.23,0.24,1.1,0.02,315.49,23.68,"tackle","2022091106154435466",2022091106,1544,43454,"Tyreek Hill",31,"2022-09-11 14:10:48.000000",10,"MIA","right",64.18,46.11,1.08,1.28,0.11,43.61,346.8,"tackle","2022091106154443454"
2022091106,1874,47796,1,0,0,0,"2022091106187447796","Christian Wilkins",52,"2022-09-11 14:41:33.099999",94,"MIA","right",21.39,44.72,2.03,3.09,0.18,24.45,26.19,"tackle","2022091106187447796",2022091106,1874,46092,"Isaiah Wynn",52,"2022-09-11 14:41:33.099999",76,"NE","right",20.9,44.02,1.58,3.14,0.16,313.37,19.11,"tackle","2022091106187446092"
2022091106,2019,44887,1,0,0,0,"2022091106201944887","Duke Riley",26,"2022-09-11 14:45:09.299999",45,"MIA","right",65.89,21.15,2.66,3.23,0.28,63,19.44,"tackle","2022091106201944887",2022091106,2019,42437,"Ty Montgomery",26,"2022-09-11 14:45:09.299999",14,"NE","right",65.98,5.33,2.91,2.25,0.29,55.89,53.09,"tackle","2022091106201942437"
2022091106,2584,43503,1,0,0,0,"2022091106258443503","Elandon Roberts",50,"2022-09-11 15:08:14.799999",52,"MIA","left",72.6,2.52,3.58,3.78,0.35,221.52,232.32,"tackle","2022091106258443503",2022091106,2584,42357,"DeVante Parker",50,"2022-09-11 15:08:14.799999",1,"NE","left",72.55,31.14,2.38,1.92,0.25,232.72,250.1,"tackle","2022091106258442357"
2022091106,2767,46212,1,0,0,0,"2022091106276746212","Ja'Whaun Bentley",40,"2022-09-11 15:16:37.400000",8,"NE","right",29.27,25.09,1.09,1.38,0.11,339.01,27.57,"tackle","2022091106276746212",2022091106,2767,46203,"Chase Edmonds",40,"2022-09-11 15:16:37.400000",2,"MIA","right",29.13,25.29,1.28,1.87,0.14,238.98,20.53,"tackle","2022091106276746203"
2022091106,2935,35466,1,0,0,0,"2022091106293535466","Devin McCourty",56,"2022-09-11 15:26:15.799999",32,"NE","right",64.27,38.77,0.44,1.89,0.04,103.72,8.67,"tackle","2022091106293535466",2022091106,2935,43454,"Tyreek Hill",56,"2022-09-11 15:26:15.799999",10,"MIA","right",63.89,39.85,0.17,0.62,0.02,95.04,91.38,"tackle","2022091106293543454"
2022091107,275,47881,1,0,0,0,"202209110727547881","Quincy Williams",45,"2022-09-11 13:13:58.599999",56,"NYJ","right",47.63,19.87,0.7,2.72,0.08,352.69,316.19,"tackle","202209110727547881",2022091107,275,41245,"Ja'Wuan James",45,"2022-09-11 13:13:58.599999",71,"BAL","right",46.4,27.77,1.97,0.73,0.2,108.91,91.58,"tackle","202209110727541245"
