"gameId","playId","nflId","tackle","assist","forcedFumble","pff_missedTackle","gpnfl.x","displayName","frameId","time","jerseyNumber","club","playDirection","x","y","s","a","dis","o","dir","event","gpnfl.y","tkl_gameId","tkl_playId","tkl_nflId","tkl_displayName","tkl_frameId","tkl_time","tkl_jerseyNumber","tkl_club","tkl_playDirection","tkl_x","tkl_y","tkl_s","tkl_a","tkl_dis","tkl_o","tkl_dir","tkl_event","tkl_gpnfl","tkl_dist"
2022091100,3647,53469,1,0,0,0,"2022091100364753469","Richie Grant",19,"2022-09-11 15:46:10.900000",27,"ATL","right",100.48,49.68,2.97,2.99,0.31,357.62,326.39,"tackle","2022091100364753469",2022091100,3647,NA,"football",19,"2022-09-11 15:46:10.900000",NA,"football","right",100.730003356934,50.4900016784668,4.53999996185303,1.38999998569489,0.449999988079071,NA,NA,"tackle","20220911003647NA",0.847705371929008
2022091100,3778,53489,1,0,0,0,"2022091100377853489","Pete Werner",39,"2022-09-11 15:51:24.599999",20,"NO","left",65.94,25.87,2.78,2.93,0.3,244.05,290.94,"tackle","2022091100377853489",2022091100,3778,41232,"Jake Matthews",39,"2022-09-11 15:51:24.599999",70,"ATL","left",67.97,25.93,1.16,0.88,0.12,130.01,198.76,"tackle","2022091100377841232",2.03088650593774
2022091101,1744,44903,1,0,0,0,"2022091101174444903","John Johnson",48,"2022-09-11 14:20:28.299999",43,"CLE","left",13.54,2.1,5.63,5.94,0.6,267.67,238.46,"tackle","2022091101174444903",2022091101,1744,46170,"Ian Thomas",48,"2022-09-11 14:20:28.299999",80,"CAR","left",13.01,2.25,6.41,3.61,0.51,322.36,254.8,"tackle","2022091101174446170",0.550817574156816
2022091101,1785,52452,1,0,0,0,"2022091101178552452","Grant Delpit",18,"2022-09-11 14:22:05.000000",22,"CLE","left",11.95,3.88,2.32,4.58,0.23,170.33,198.59,"tackle","2022091101178552452",2022091101,1785,NA,"football",18,"2022-09-11 14:22:05.000000",NA,"football","left",10.5699996948242,3.07999992370605,3.50999999046326,2.26999998092651,0.370000004768372,NA,NA,"tackle","20220911011785NA",1.59511785281077
2022091101,2051,46527,1,0,0,0,"2022091101205146527","Frankie Luvu",52,"2022-09-11 14:34:19.000000",49,"CAR","right",102.37,21.4,0.2,0.61,0.21,297.23,17.98,"tackle","2022091101205146527",2022091101,2051,46104,"Nick Chubb",52,"2022-09-11 14:34:19.000000",24,"CLE","right",102.46,21.62,0.01,0.04,0.1,150.02,54.96,"tackle","2022091101205146104",0.237697286480092
2022091101,3221,47799,1,0,0,0,"2022091101322147799","Brian Burns",40,"2022-09-11 15:34:59.200000",53,"CAR","left",83.72,35.34,3.46,3.44,0.36,203.53,323.47,"tackle","2022091101322147799",2022091101,3221,46104,"Nick Chubb",40,"2022-09-11 15:34:59.200000",24,"CLE","left",83.51,35.35,2.3,5.47,0.27,4.39,334.99,"tackle","2022091101322146104",0.21023796041628
2022091102,86,44938,1,0,0,0,"20220911028644938","Samson Ebukam",52,"2022-09-11 13:05:52.099999",56,"SF","left",83.83,15.63,1.02,2.52,0.08,266.92,195.26,"tackle","20220911028644938",2022091102,86,47856,"David Montgomery",52,"2022-09-11 13:05:52.099999",32,"CHI","left",84.31,15.91,0.76,1.58,0.08,133.79,126.03,"tackle","20220911028647856",0.555697759577995
2022091102,531,52571,1,0,0,0,"202209110253152571","Kindle Vildor",69,"2022-09-11 13:25:29.400000",22,"CHI","right",78.37,31.32,2.29,3.67,0.25,134.61,40.52,"tackle","202209110253152571",2022091102,531,53623,"Elijah Mitchell",69,"2022-09-11 13:25:29.400000",25,"SF","right",79.15,30.95,3.04,2.2,0.27,244.86,49.93,"tackle","202209110253153623",0.863307592923868
2022091102,756,53609,1,0,0,0,"202209110275653609","Talanoa Hufanga",23,"2022-09-11 13:35:12.599999",29,"SF","left",84.88,12.05,2.8,4.84,0.31,79.76,85.7,"tackle","202209110275653609",2022091102,756,NA,"football",23,"2022-09-11 13:35:12.599999",NA,"football","left",83.6399993896484,9.10000038146973,4,0.740000009536743,0.400000005960464,NA,NA,"tackle","2022091102756NA",3.20001550980633
2022091102,1493,54504,1,0,0,0,"2022091102149354504","Kyler Gordon",46,"2022-09-11 14:06:13.799999",6,"CHI","left",80.39,36.41,1.82,1.86,0.19,358.44,261.39,"tackle","2022091102149354504",2022091102,1493,47819,"Deebo Samuel",46,"2022-09-11 14:06:13.799999",19,"SF","left",79.29,37.19,0.21,2.81,0.02,2.51,12.67,"tackle","2022091102149347819",1.348480626483
2022091102,2065,54504,1,0,0,0,"2022091102206554504","Kyler Gordon",75,"2022-09-11 14:27:17.200000",6,"CHI","left",73.28,34.76,1.24,2.22,0.11,359.11,247.02,"tackle","2022091102206554504",2022091102,2065,NA,"football",75,"2022-09-11 14:27:17.200000",NA,"football","left",73.0299987792969,35.3899993896484,0.829999983310699,2.05999994277954,0.0900000035762787,NA,NA,"tackle","20220911022065NA",0.677790411049316
2022091102,2352,46290,1,0,0,0,"2022091102235246290","Matthew Adams",63,"2022-09-11 14:48:12.200000",44,"CHI","left",19.1,36.38,0.1,0.11,0.02,205.27,110.35,"tackle","2022091102235246290",2022091102,2352,46377,"Jeffery Wilson",63,"2022-09-11 14:48:12.200000",22,"SF","left",18.95,37,0.18,0.5,0.02,304.51,330.5,"tackle","2022091102235246377",0.637887137352681
2022091102,2759,54504,1,0,0,0,"2022091102275954504","Kyler Gordon",16,"2022-09-11 15:05:33.000000",6,"CHI","left",79.26,29.82,2.57,4,0.21,238.49,195.91,"tackle","2022091102275954504",2022091102,2759,52625,"Jauan Jennings",16,"2022-09-11 15:05:33.000000",15,"SF","left",78.59,29.64,2.52,3.49,0.27,242.53,169.98,"tackle","2022091102275952625",0.693757882838099
2022091102,3783,52571,1,0,0,0,"2022091102378352571","Kindle Vildor",21,"2022-09-11 15:49:25.799999",22,"CHI","right",50.78,8.55,0.11,0.53,0.02,321.76,124.97,"tackle","2022091102378352571",2022091102,3783,52625,"Jauan Jennings",21,"2022-09-11 15:49:25.799999",15,"SF","right",51.42,8.79,0.66,1.79,0.04,311.74,94.61,"tackle","2022091102378352625",0.683520299625403
2022091103,520,46146,1,0,0,0,"202209110352046146","Sam Hubbard",49,"2022-09-11 13:25:34.400000",94,"CIN","right",38.3,29.9,1.54,0.86,0.15,60.37,158.83,"tackle","202209110352046146",2022091103,520,NA,"football",49,"2022-09-11 13:25:34.400000",NA,"football","right",39.5,30.0900001525879,1.58000004291534,0.930000007152557,0.150000005960464,NA,NA,"tackle","2022091103520NA",1.21494858244431
2022091103,1037,44842,1,0,0,0,"2022091103103744842","T.J. Watt",28,"2022-09-11 13:46:58.700000",90,"PIT","right",69.59,21.86,2.2,2.61,0.23,191.08,342.84,"tackle","2022091103103744842",2022091103,1037,NA,"football",28,"2022-09-11 13:46:58.700000",NA,"football","right",69.3399963378906,21.3099994659424,0.519999980926514,2.53999996185303,0.100000001490116,NA,NA,"tackle","20220911031037NA",0.604154300267538
2022091103,1315,46080,1,0,0,0,"2022091103131546080","Minkah Fitzpatrick",43,"2022-09-11 14:00:15.799999",39,"PIT","right",36.52,34.46,1.96,1.28,0.19,310.53,128.34,"tackle","2022091103131546080",2022091103,1315,NA,"football",43,"2022-09-11 14:00:15.799999",NA,"football","right",36.4900016784668,34.2599983215332,1.36000001430511,1.57000005245209,0.140000000596046,NA,NA,"tackle","20220911031315NA",0.202238895082885
2022091103,2058,43641,1,0,0,0,"2022091103205843641","Mike Hilton",13,"2022-09-11 14:45:51.500000",21,"CIN","right",28.76,30.21,0.59,1.38,0.07,56.71,239.11,"tackle","2022091103205843641",2022091103,2058,52457,"Chase Claypool",13,"2022-09-11 14:45:51.500000",11,"PIT","right",29.07,30.23,0.97,1.16,0.09,168.09,253.59,"tackle","2022091103205852457",0.31064449134018
2022091103,2222,44842,1,0,0,0,"2022091103222244842","T.J. Watt",42,"2022-09-11 14:53:03.299999",90,"PIT","left",40.55,30.73,2.03,3.31,0.22,257.99,266.81,"tackle","2022091103222244842",2022091103,2222,44927,"Samaje Perine",42,"2022-09-11 14:53:03.299999",34,"CIN","left",39.75,31.02,1.91,4.45,0.17,342.55,245.8,"tackle","2022091103222244927",0.850940655980189
2022091103,2291,46698,1,0,0,0,"2022091103229146698","Levi Wallace",44,"2022-09-11 14:55:13.900000",29,"PIT","left",14.76,36.19,1.64,1.57,0.17,231.42,193.75,"tackle","2022091103229146698",2022091103,2291,53434,"Ja'Marr Chase",44,"2022-09-11 14:55:13.900000",1,"CIN","left",14.27,35.78,2.13,2.7,0.22,320.98,187.78,"tackle","2022091103229153434",0.638905313798529
2022091103,2976,46097,1,0,0,0,"2022091103297646097","Terrell Edmunds",8,"2022-09-11 15:29:00.400000",34,"PIT","right",70.96,29.82,3.76,5.73,0.41,43.78,202.6,"tackle","2022091103297646097",2022091103,2976,43344,"Tyler Boyd",8,"2022-09-11 15:29:00.400000",83,"CIN","right",70.05,28.97,1.66,5.91,0.2,211.23,156.55,"tackle","2022091103297643344",1.24523090228278
2022091103,3147,44872,1,0,0,0,"2022091103314744872","Chidobe Awuzie",12,"2022-09-11 15:34:49.000000",22,"CIN","left",70.56,51.22,3.72,3.55,0.38,162.72,44.71,"tackle","2022091103314744872",2022091103,3147,54517,"George Pickens",12,"2022-09-11 15:34:49.000000",14,"PIT","left",70.49,51.22,2.75,1.27,0.29,84.83,43.25,"tackle","2022091103314754517",0.0700000000000074
2022091103,3251,43325,1,0,0,0,"2022091103325143325","Myles Jack",55,"2022-09-11 15:38:31.000000",51,"PIT","right",82.17,10.65,5.58,4.89,0.58,103.47,121.82,"tackle","2022091103325143325",2022091103,3251,NA,"football",55,"2022-09-11 15:38:31.000000",NA,"football","right",81.8199996948242,10.1800003051758,5.1100001335144,2.85999989509583,0.550000011920929,NA,NA,"tackle","20220911033251NA",0.586003350466524
2022091103,4175,43641,1,0,0,0,"2022091103417543641","Mike Hilton",20,"2022-09-11 16:12:52.900000",21,"CIN","right",39.65,6.19,2.73,3.95,0.28,297.09,241.32,"tackle","2022091103417543641",2022091103,4175,53484,"Pat Freiermuth",20,"2022-09-11 16:12:52.900000",88,"PIT","right",39.24,6.62,2.27,3.5,0.23,174.63,252.36,"tackle","2022091103417553484",0.594138031100515
2022091103,4686,43641,1,0,0,0,"2022091103468643641","Mike Hilton",26,"2022-09-11 16:28:35.200000",21,"CIN","right",72.09,50.3,2.08,2.26,0.2,290.74,180.51,"tackle","2022091103468643641",2022091103,4686,NA,"football",26,"2022-09-11 16:28:35.200000",NA,"football","right",72.8399963378906,49.6800003051758,2.99000000953674,0.0900000035762787,0.300000011920929,NA,NA,"tackle","20220911034686NA",0.97308485160925
2022091103,5096,43350,1,0,0,0,"2022091103509643350","Vonn Bell",22,"2022-09-11 16:44:03.500000",24,"CIN","right",73.61,25.59,3.61,3.69,0.38,62.24,140.73,"tackle","2022091103509643350",2022091103,5096,53484,"Pat Freiermuth",22,"2022-09-11 16:44:03.500000",88,"PIT","right",74.66,26.02,3.1,2.78,0.32,175.3,138.2,"tackle","2022091103509653484",1.13463650567043
2022091104,803,52411,1,0,0,0,"202209110480352411","Jeff Okudah",27,"2022-09-11 13:34:34.799999",1,"DET","right",53.97,0.63,2.56,1.17,0.26,103.44,110.55,"tackle","202209110480352411",2022091104,803,NA,"football",27,"2022-09-11 13:34:34.799999",NA,"football","right",55.4199981689453,0.300000011920929,3.26999998092651,3.16000008583069,0.340000003576279,NA,NA,"tackle","2022091104803NA",1.48707588309303
2022091104,910,54653,1,0,0,0,"202209110491054653","Malcolm Rodriguez",37,"2022-09-11 13:38:30.400000",44,"DET","right",87.79,27.98,0.84,0.45,0.08,243.56,300.3,"tackle","202209110491054653",2022091104,910,53579,"Kenneth Gainwell",37,"2022-09-11 13:38:30.400000",14,"PHI","right",87.08,28.05,2,0.35,0.21,355.05,317.82,"tackle","202209110491053579",0.713442359269487
2022091104,999,47900,1,0,0,0,"202209110499947900","Austin Bryant",46,"2022-09-11 13:43:22.799999",2,"DET","left",13.12,8.16,4.89,1.34,0.49,189.44,196.11,"tackle","202209110499947900",2022091104,999,NA,"football",46,"2022-09-11 13:43:22.799999",NA,"football","left",12.7700004577637,7.90000009536743,4.69000005722046,3.05999994277954,0.469999998807907,NA,NA,"tackle","2022091104999NA",0.436004162794995
2022091104,2269,44888,1,0,0,0,"2022091104226944888","Alex Anzalone",47,"2022-09-11 14:36:23.000000",34,"DET","left",15.71,6.6,4.74,5.33,0.5,20.95,191.2,"tackle","2022091104226944888",2022091104,2269,NA,"football",47,"2022-09-11 14:36:23.000000",NA,"football","left",15.5,7.03000020980835,2.70000004768372,5.53000020980835,0.300000011920929,NA,NA,"tackle","20220911042269NA",0.478539633087193
2022091104,2974,47888,1,0,0,0,"2022091104297447888","Chauncey Gardner-Johnson",41,"2022-09-11 15:16:58.900000",23,"PHI","right",88.5,26.01,2.23,2.79,0.24,95.33,122.51,"tackle","2022091104297447888",2022091104,2974,NA,"football",41,"2022-09-11 15:16:58.900000",NA,"football","right",90.0899963378906,25.9500007629395,2.65000009536743,2.30999994277954,0.25,NA,NA,"tackle","20220911042974NA",1.59112798446679
2022091104,3172,46151,1,0,0,0,"2022091104317246151","Tracy Walker",32,"2022-09-11 15:25:55.000000",21,"DET","left",45.81,50.34,3.43,2.86,0.33,136.09,146.05,"tackle","2022091104317246151",2022091104,3172,46118,"Dallas Goedert",32,"2022-09-11 15:25:55.000000",88,"PHI","left",43.15,46.1,1.74,2.54,0.19,341.46,36.25,"tackle","2022091104317246118",5.00531717276738
2022091105,228,43356,1,0,0,0,"202209110522843356","Maliek Collins",40,"2022-09-11 13:12:14.599999",96,"HOU","left",84.97,28.25,1.7,0.8,0.18,227.47,1.37,"tackle","202209110522843356",2022091105,228,NA,"football",40,"2022-09-11 13:12:14.599999",NA,"football","left",84.7200012207031,27.5400009155273,1.58000004291534,3.0699999332428,0.129999995231628,NA,NA,"tackle","2022091105228NA",0.752727101678963
2022091105,503,46304,1,0,0,0,"202209110550346304","Zaire Franklin",24,"2022-09-11 13:23:07.599999",44,"IND","right",36.02,49.11,4.67,4.87,0.49,342.05,9.19,"tackle","202209110550346304",2022091105,503,53576,"Brevin Jordan",24,"2022-09-11 13:23:07.599999",9,"HOU","right",36.56,49.47,3.86,1.34,0.39,25.02,9.81,"tackle","202209110550353576",0.648999229583517
2022091105,912,38540,1,0,0,0,"202209110591238540","Stephon Gilmore",12,"2022-09-11 13:41:54.700000",5,"IND","left",76.97,48.72,6.16,2.11,0.63,7.91,33.08,"tackle","202209110591238540",2022091105,912,NA,"football",12,"2022-09-11 13:41:54.700000",NA,"football","left",77.1500015258789,48.8600006103516,5.30000019073486,2.45000004768372,0.540000021457672,NA,NA,"tackle","2022091105912NA",0.228036664195816
2022091105,1259,42441,1,0,0,0,"2022091105125942441","Steven Nelson",25,"2022-09-11 13:54:31.200000",21,"HOU","right",84.79,1.8,0.66,1.69,0.07,42.93,10.39,"tackle","2022091105125942441",2022091105,1259,NA,"football",25,"2022-09-11 13:54:31.200000",NA,"football","right",86.6900024414062,1.70000004768372,2.54999995231628,2.40000009536743,0.25,NA,NA,"tackle","20220911051259NA",1.9026321945696
2022091105,1913,43358,1,0,0,0,"2022091105191343358","Yannick Ngakoue",58,"2022-09-11 14:20:58.400000",91,"IND","left",59.99,14.32,3.97,1.82,0.4,341.44,348.43,"tackle","2022091105191343358",2022091105,1913,40138,"Rex Burkhead",58,"2022-09-11 14:20:58.400000",28,"HOU","left",59.07,14.53,3.85,0.67,0.38,266.41,327.38,"tackle","2022091105191340138",0.943663075467088
2022091105,1968,52493,1,0,0,0,"2022091105196852493","Julian Blackmon",11,"2022-09-11 14:35:58.700000",32,"IND","right",75.92,24.34,7.92,4.62,0.81,102.41,91.93,"tackle","2022091105196852493",2022091105,1968,41246,"Brandin Cooks",11,"2022-09-11 14:35:58.700000",13,"HOU","right",76.28,24.23,6.11,2.22,0.62,323.62,93.53,"tackle","2022091105196841246",0.376430604494374
2022091105,2369,46729,1,0,0,0,"2022091105236946729","Brandon Facyson",26,"2022-09-11 14:55:50.500000",31,"IND","right",65.95,41.57,1.57,1.88,0.15,0.12,33.43,"tackle","2022091105236946729",2022091105,2369,NA,"football",26,"2022-09-11 14:55:50.500000",NA,"football","right",67.2399978637695,42.0800018310547,2.0699999332428,1.22000002861023,0.209999993443489,NA,NA,"tackle","20220911052369NA",1.38715404919894
2022091105,2718,38540,1,0,0,0,"2022091105271838540","Stephon Gilmore",15,"2022-09-11 15:11:05.599999",5,"IND","right",29.85,17.8,2.79,3.21,0.29,235.68,347.15,"tackle","2022091105271838540",2022091105,2718,NA,"football",15,"2022-09-11 15:11:05.599999",NA,"football","right",29.8400001525879,17.6399993896484,2.61999988555908,2.99000000953674,0.280000001192093,NA,NA,"tackle","20220911052718NA",0.160312795063746
2022091106,1544,35466,1,0,0,0,"2022091106154435466","Devin McCourty",31,"2022-09-11 14:10:48.000000",32,"NE","right",64.05,45.23,0.24,1.1,0.02,315.49,23.68,"tackle","2022091106154435466",2022091106,1544,NA,"football",31,"2022-09-11 14:10:48.000000",NA,"football","right",64.2900009155273,46.0299987792969,1.22000002861023,1.75999999046326,0.109999999403954,NA,NA,"tackle","20220911061544NA",0.835223614567072
2022091106,1874,47796,1,0,0,0,"2022091106187447796","Christian Wilkins",52,"2022-09-11 14:41:33.099999",94,"MIA","right",21.39,44.72,2.03,3.09,0.18,24.45,26.19,"tackle","2022091106187447796",2022091106,1874,46092,"Isaiah Wynn",52,"2022-09-11 14:41:33.099999",76,"NE","right",20.9,44.02,1.58,3.14,0.16,313.37,19.11,"tackle","2022091106187446092",0.854458893101357
2022091106,2019,44887,1,0,0,0,"2022091106201944887","Duke Riley",26,"2022-09-11 14:45:09.299999",45,"MIA","right",65.89,21.15,2.66,3.23,0.28,63,19.44,"tackle","2022091106201944887",2022091106,2019,42363,"Nelson Agholor",26,"2022-09-11 14:45:09.299999",15,"NE","right",67.14,20.2,1.2,2.18,0.13,332.11,63.45,"tackle","2022091106201942363",1.57003184681076
2022091106,2584,43503,1,0,0,0,"2022091106258443503","Elandon Roberts",50,"2022-09-11 15:08:14.799999",52,"MIA","left",72.6,2.52,3.58,3.78,0.35,221.52,232.32,"tackle","2022091106258443503",2022091106,2584,42363,"Nelson Agholor",50,"2022-09-11 15:08:14.799999",15,"NE","left",72.44,2.8,4.16,2.68,0.42,309.59,243.45,"tackle","2022091106258442363",0.32249030993194
2022091106,2767,46212,1,0,0,0,"2022091106276746212","Ja'Whaun Bentley",40,"2022-09-11 15:16:37.400000",8,"NE","right",29.27,25.09,1.09,1.38,0.11,339.01,27.57,"tackle","2022091106276746212",2022091106,2767,46203,"Chase Edmonds",40,"2022-09-11 15:16:37.400000",2,"MIA","right",29.13,25.29,1.28,1.87,0.14,238.98,20.53,"tackle","2022091106276746203",0.244131112314674
2022091106,2935,35466,1,0,0,0,"2022091106293535466","Devin McCourty",56,"2022-09-11 15:26:15.799999",32,"NE","right",64.27,38.77,0.44,1.89,0.04,103.72,8.67,"tackle","2022091106293535466",2022091106,2935,43454,"Tyreek Hill",56,"2022-09-11 15:26:15.799999",10,"MIA","right",63.89,39.85,0.17,0.62,0.02,95.04,91.38,"tackle","2022091106293543454",1.14490174250893
